Rafa;2;+;94;2.35000014305 
Rafa;17;-;14;2.36699986458 
Rafa;20;-;38;4.61500000954 
Rafa;20;/;38;2.02100014687 
Rafa;91;/;62;1.9430000782 
Rafa;39;-;46;3.73300004005 
Rafa;70;+;66;3.49199986458 
Rafa;88;-;43;4.09899997711 
Rafa;51;/;36;3.30900001526 
Rafa;38;+;9;4.89499998093 
Rafa;2;+;78;2.55399990082 
Rafa;5;*;71;5.40800023079 
Rafa;68;*;51;15.3550000191 
Rafa;68;+;74;9.24900007248 
Rafa;41;+;84;4.26600003242 
Rafa;96;+;31;4.71399998665 
Rafa;41;/;93;4.20599985123 
Rafa;34;-;89;7.40400004387 
Rafa;17;+;1;1.55200004578 
Rafa;17;/;4;2.38499999046 
Rafa;33;/;16;2.34399986267 
Rafa;30;/;15;1.34800004959 
Rafa;39;+;76;8.8149998188 
Rafa;59;/;12;4.19600009918  
 Rafa;20;-;16;1.79500007629 
Rafa;2;/;87;1.71700000763 
Rafa;74;*;52;20.0069999695 
Rafa;30;*;79;14.5110001564 
Rafa;28;/;51;3.59099984169 
Rafa;30;-;82;6.1859998703 
Rafa;34;-;12;3.76799988747 
Rafa;68;*;6;11.8960001469 
Rafa;70;/;82;2.18600010872 
Rafa;87;-;65;3.28799986839 
Rafa;31;-;78;13.6449999809 
Rafa;91;+;97;3.97799992561 
Rafa;12;*;75;10.4350001812 
Rafa;67;-;73;7.54299998283 
Rafa;63;-;23;4.19800019264 
Rafa;72;+;16;3.79299998283 
Rafa;55;-;10;2.30900001526 
Rafa;20;+;93;2.93700003624 
Rafa;4;/;84;1.91799998283 
Rafa;60;*;41;10.9470000267 
Rafa;35;-;33;2.16199994087 
Rafa;63;/;4;6.3599998951 
Rafa;34;*;89;13.6099998951 
Rafa;61;/;39;3.56699991226 
Rafa;32;/;51;1.89699983597 
Rafa;73;*;69;13.3589999676 
Rafa;33;+;98;5.42700004578 
Rafa;80;*;94;25.7039999962 
Rafa;69;*;10;2.69500017166 
Rafa;74;*;52;23.3389999866 
Rafa;77;/;86;2.7959997654 
Rafa;96;+;37;10.7049999237 
Rafa;64;*;10;2.53600001335 
Rafa;5;-;81;6.2650001049 
Rafa;10;-;28;3.04400014877 
Rafa;85;*;57;21.875 
Rafa;15;+;32;2.76999998093 
Rafa;44;-;53;7.617000103 
Rafa;53;-;15;6.81699991226 
Rafa;99;*;47;17.8439998627 
Rafa;99;+;35;3.5569999218 
Rafa;24;+;19;6.91600012779 
Rafa;36;*;63;14.9800000191 
Rafa;87;+;7;5.69000005722 
Rafa;97;-;87;2.47199988365 
Rafa;16;/;69;1.63599991798 
Rafa;25;+;38;6.61400008202 
Rafa;81;-;64;6.48699998856 
Rafa;56;-;74;10.486000061 
Rafa;44;*;51;16.1119999886 
Rafa;63;-;69;3.86500000954 
Rafa;31;+;62;3.22300004959 
Rafa;61;*;34;21.5680000782 
Rafa;48;-;15;4.18800020218 
Rafa;79;/;60;1.92199993134 
Rafa;92;*;76;19.4319999218 
Rafa;8;-;57;5.08200001717 
Rafa;38;*;35;13.2849998474 
Rafa;99;+;79;5.46899986267 
Rafa;16;+;60;2.4509999752 
Rafa;44;-;21;3.51400017738 
Rafa;6;*;51;7.27300000191 
Rafa;85;/;4;2.42999982834 
Rafa;24;/;54;1.71499991417 
Rafa;43;+;59;10.7590000629 
Rafa;15;/;25;1.65300011635 
Rafa;19;-;91;12.2230000496 
Rafa;19;*;96;18.8619999886 
Rafa;21;*;68;17.2419998646 
Rafa;70;*;88;21.8820002079 
Rafa;77;/;33;2.18699979782 
Rafa;17;-;46;9.11500000954 
Rafa;17;*;81;15.5909998417 
Rafa;60;+;45;2.84700012207 
Rafa;24;/;96;1.7009999752 
Rafa;46;-;12;2.7460000515 
Rafa;27;+;62;3.98900008202 
Rafa;51;-;74;6.61099982262 
Rafa;20;+;50;1.72599983215 
Rafa;69;+;32;5.10599994659 
Rafa;85;+;19;5.74500012398 
Rafa;9;*;38;12.3529999256 
Rafa;75;+;94;14.8759999275 
Rafa;60;/;93;1.53799986839 
Rafa;28;+;61;4.14500021935 
Rafa;3;+;54;2.27099990845 
Rafa;57;-;16;7.11600017548 
Rafa;23;/;11;1.77599978447 
Rafa;14;*;54;12.6960000992 
Rafa;15;*;80;11.4539999962 
Rafa;94;-;56;7.46200013161 
Rafa;65;-;86;5.73000001907 
Rafa;15;/;26;1.81699991226 
Rafa;95;/;22;2.59100008011 
Rafa;71;+;24;3.22800016403 
Rafa;2;/;83;1.88100004196 
Rafa;93;/;12;6.18200016022 
Rafa;43;/;45;2.5070002079 
Rafa;22;-;89;7.0150001049 
Rafa;23;-;12;1.85800004005 
Rafa;37;+;66;5.42699980736 
Rafa;71;+;9;2.16600012779 
Rafa;78;+;8;4.03900003433 
Rafa;44;/;97;1.40899991989 
Rafa;50;/;24;1.63499999046 
Rafa;63;-;59;2.16499996185 
Rafa;86;+;23;4.99699997902 
Rafa;61;*;4;3.71399998665 
Rafa;7;-;73;8.89900016785 
Rafa;96;-;91;2.22399997711 
Rafa;17;/;4;2.757999897 
Rafa;59;/;20;2.18700003624 
Rafa;10;/;57;1.67499995232 
Rafa;8;*;12;4.30500006676 
Rafa;19;/;61;1.63499999046 
Rafa;68;*;73;14.2290000916 
Rafa;75;-;46;3.85699987411 
Rafa;70;/;51;1.53400015831 
Rafa;58;-;22;3.29099988937 
Rafa;84;*;24;11.3040001392 
Rafa;87;*;6;13.1970000267 
Rafa;72;*;84;15.6449999809 
Rafa;62;+;39;13.8329999447 
Rafa;90;+;47;2.8860001564 
Rafa;15;/;18;2.08400011063 
Rafa;41;-;73;7.1859998703 
Rafa;11;/;93;1.40799999237 
Rafa;88;+;33;9.71799993515 
Rafa;5;/;71;1.35100007057 
Rafa;82;*;23;17.6150000095 
Rafa;1;+;50;1.51400017738 
Rafa;75;/;13;4.22800016403 
Rafa;82;*;79;19.2349998951 
Rafa;16;*;42;10.361000061 
Rafa;96;/;48;2.5119998455 
Rafa;5;-;68;4.07899999619 
Rafa;47;*;9;9.03399991989 
Rafa;78;*;40;10.0230000019 
Rafa;76;-;69;2.77599978447 
Rafa;38;/;81;4.93099999428 
Rafa;54;+;54;3.0039999485 
Rafa;49;-;44;2.0 
Rafa;93;*;9;11.2149999142 
Rafa;16;-;28;4.77300000191 
Rafa;87;*;11;7.85199999809 
Rafa;80;*;48;13.986000061 
Rafa;83;+;12;3.06600022316 
Rafa;28;*;89;17.2809998989 
Rafa;80;*;63;16.2290000916 
Rafa;67;+;99;3.53399991989 
Rafa;96;*;34;19.2899999619 
Rafa;28;/;7;2.20399999619 
Rafa;92;-;40;2.71200013161 
Rafa;12;*;23;15.0420000553 
Rafa;75;+;20;2.04500007629 
Rafa;7;*;25;9.85500001907 
Rafa;80;*;25;3.89499998093 
Rafa;96;+;65;5.74799990654 
Rafa;16;/;6;1.57700014114 
Rafa;71;*;42;11.4750001431 
Rafa;96;-;96;1.61199998856 
Rafa;94;-;76;3.46600008011 
Rafa;6;/;62;1.65400004387 
Rafa;99;*;62;15.378000021 
Rafa;64;+;17;6.28299999237 
Rafa;30;/;86;1.61100006104 
Rafa;82;+;97;6.58299994469 
Rafa;7;-;56;5.64999985695 
Rafa;48;-;79;8.5759999752 
Rafa;57;*;86;18.8739998341 
Rafa;49;-;42;2.67300009727 
Rafa;74;-;23;3.21099996567 
Rafa;44;+;66;3.95799994469 
Rafa;94;-;13;3.14800000191 
Rafa;19;*;76;14.9709999561 
Rafa;20;+;17;2.49199986458 
Rafa;82;+;70;5.81200003624 
Rafa;12;+;67;4.28699994087 
Rafa;61;+;12;3.53200006485 
Rafa;92;+;79;5.2460000515 
Rafa;13;-;66;6.03800010681 
Rafa;99;*;67;17.5769999027 
Rafa;69;+;39;4.01799988747 
Rafa;78;-;83;3.20300006866 
Rafa;24;+;69;6.07300019264 
Rafa;52;/;73;1.55499982834 
Rafa;25;-;18;1.87699985504 
Rafa;68;+;59;6.32300019264 
Rafa;19;*;94;14.9010000229 
Rafa;78;+;41;5.50999999046 
Rafa;99;*;68;10.6519999504 
Rafa;76;-;68;4.50600004196 
Rafa;58;*;66;17.9960000515 
Rafa;71;-;15;5.4889998436 
Rafa;17;/;50;1.52799987793 
Rafa;35;/;75;1.63499999046 
Rafa;23;-;62;8.85299992561 
Rafa;44;*;12;12.388999939 
Rafa;20;+;96;5.2460000515 
Rafa;34;/;7;4.83400011063 
Rafa;26;*;26;12.1670000553 
Rafa;58;-;76;11.3270001411 
Rafa;86;-;43;4.59500002861 
Rafa;32;-;39;2.78100013733 
Rafa;1;+;78;2.00899982452 
Rafa;81;+;28;4.37000012398 
Rafa;34;-;60;3.46200013161 
Rafa;79;/;81;1.90000009537 
Rafa;37;/;31;1.96099996567 
Rafa;89;*;27;16.3429999352 
Rafa;16;/;15;2.73699998856 
Rafa;49;+;73;8.60100007057 
Rafa;75;+;82;11.3880000114 
Rafa;71;/;47;1.24799990654 
Rafa;43;+;40;3.00600004196 
Rafa;47;-;49;3.20900011063 
Rafa;37;-;48;3.80400013924 
Rafa;9;+;69;3.14499998093 
Rafa;17;-;19;2.80100011826 
Rafa;21;-;46;3.74000000954 
Rafa;14;+;43;3.46600008011 
Rafa;58;-;18;2.23000001907 
Rafa;89;/;17;8.14800000191 
Rafa;77;+;16;6.37000012398 
Rafa;71;*;39;20.8870000839 
Rafa;48;*;25;9.16999983788 
Rafa;45;-;74;11.8330001831 
Rafa;44;+;86;4.45300006866 
Rafa;59;-;55;2.20199990273 
Rafa;16;-;84;7.59400010109 
Rafa;75;/;48;1.84100008011 
